"identity","dimension","consensus","disagree","source","se","disagree_scale","rescaled_disagree"
"i_sidekick","Evaluation",0.694010375890621,0.148302258595663,"UGA ACT Data",0.0205658229859148,NA,0.471124026170984
"i_conformist","Evaluation",0.373734860864884,0.190042322678018,"UGA ACT Data",0.0266112479568453,NA,0.623407120790309
"b_answer","Evaluation",0.71766670347293,0.135901774631772,"UGA ACT Data",0.0188461852639002,NA,0.425882503084847
"m_rebellious","Evaluation",0.452547205253862,0.163321698189225,"UGA ACT Data",0.0226486445083502,NA,0.525920461946521
"i_child","Evaluation",0.729245996467556,0.145698237500974,"UGA ACT Data",0.0202047102328651,NA,0.461623600154128
"m_hopeless","Evaluation",0.131305047459167,0.115673350092625,"UGA ACT Data",0.0160410074986021,NA,0.352081775754458
"b_embarrass","Evaluation",0.220349485422809,0.17470401192924,"UGA ACT Data",0.024227087424621,NA,0.567447325844899
"m_unreliable","Evaluation",0.151878464813736,0.131842927884493,"UGA ACT Data",0.0182833244921092,NA,0.411074338391048
"m_flexible","Evaluation",0.776205680184799,0.137387594537713,"UGA ACT Data",0.0190522314122454,NA,0.431303320189421
"i_mastermind","Evaluation",0.585688620315921,0.185576240837392,"UGA ACT Data",0.0257347943018104,NA,0.607113212803683
"i_buffoon","Evaluation",0.312991355043903,0.190778815857796,"UGA ACT Data",0.0281288018029883,NA,0.626094118595613
"m_humble","Evaluation",0.85474056834505,0.126332347075828,"UGA ACT Data",0.0175191444281389,NA,0.390969714281282
"m_acquiescent","Evaluation",0.5779061508004,0.179797262993074,"UGA ACT Data",0.036700962623502,NA,0.586029377663111
"b_quarrel_with","Evaluation",0.302189268178451,0.183128374381822,"UGA ACT Data",0.025395336301001,NA,0.598182496302301
"i_missionary","Evaluation",0.764671288384041,0.181171895866591,"UGA ACT Data",0.0251240215469237,NA,0.591044543608511
"m_mad","Evaluation",0.26744221941583,0.155279541120191,"UGA ACT Data",0.0215333979822834,NA,0.496579717201359
"i_chain_smoker","Evaluation",0.215231095304364,0.175164610354634,"UGA ACT Data",0.024527951530612,NA,0.569127758185813
"b_mislead","Evaluation",0.22813009915037,0.173470628252302,"UGA ACT Data",0.0240560478827165,NA,0.562947488882349
"m_indignant","Evaluation",0.381960905369519,0.158598860514377,"UGA ACT Data",0.0260734920563471,NA,0.508689814310437
"m_discouraged","Evaluation",0.205186985593043,0.123585039352676,"UGA ACT Data",0.017138161394858,NA,0.380946525981241
"b_visit","Evaluation",0.802284084229887,0.107037444584235,"UGA ACT Data",0.0149882401896556,NA,0.320574818480436
"i_breadwinner","Evaluation",0.754168387605311,0.168696294676377,"UGA ACT Data",0.0243492127856747,NA,0.545528965272697
"b_abandon","Evaluation",0.110241608309338,0.145501853311395,"UGA ACT Data",0.0201774766457414,NA,0.460907118452892
"b_diagnose","Evaluation",0.626921957315401,0.206311483063573,"UGA ACT Data",0.0286102550347205,NA,0.682762997328548
"b_shame","Evaluation",0.188964182493135,0.124580095571279,"UGA ACT Data",0.0174447026694768,NA,0.384576856782606
"i_playboy","Evaluation",0.388135358553307,0.199548900753716,"UGA ACT Data",0.0285069858219595,NA,0.658090611590687
"i_hero","Evaluation",0.926608840660034,0.0923247665794858,"UGA ACT Data",0.0128031415345223,NA,0.266897561725864
"m_agreeable","Evaluation",0.728577905704396,0.121178324041241,"UGA ACT Data",0.0168044100309802,NA,0.372165943978063
"b_draw_near_to","Evaluation",0.685544912971308,0.17144980527268,"UGA ACT Data",0.0240077747733814,NA,0.555574783933752
"i_lawyer","Evaluation",0.604653511241358,0.155895700329736,"UGA ACT Data",0.0216188438908935,NA,0.49882769245656
"b_interview","Evaluation",0.646466681870344,0.137402229932727,"UGA ACT Data",0.0190542609763669,NA,0.431356715489422
"b_admonish","Evaluation",0.482244339980936,0.17643065238647,"UGA ACT Data",0.0322116827158074,NA,0.573746744830052
"i_brother_in_law","Evaluation",0.626432356323001,0.125459849872494,"UGA ACT Data",0.0173981508356651,NA,0.387786523812089
"i_myself_as_i_would_like_to_be","Evaluation",0.867756175920234,0.135741842056576,"UGA ACT Data",0.0188240066061892,NA,0.42529901027005
"i_firefighter","Evaluation",0.879383029526163,0.102013935525918,"UGA ACT Data",0.0141467875134837,NA,0.302247211130834
"b_hire","Evaluation",0.762254672341569,0.128593489619344,"UGA ACT Data",0.0178327084812843,NA,0.39921919332431
"b_cooperate_with","Evaluation",0.823077020703781,0.130401343339006,"UGA ACT Data",0.0182598404008108,NA,0.405814908139359
"i_clown","Evaluation",0.484258362525251,0.19617179650498,"UGA ACT Data",0.027204133503792,NA,0.64576969409437
"b_bewilder","Evaluation",0.47330427201817,0.147998282634512,"UGA ACT Data",0.0218211562991977,NA,0.470015010143535
"b_discriminate_against","Evaluation",0.0972724429503323,0.113156346678336,"UGA ACT Data",0.0156919619266507,NA,0.342898822217562
"i_daughter_in_law","Evaluation",0.657919186309033,0.14938622524996,"UGA ACT Data",0.0207161421148748,NA,0.47507873491927
"m_self_assured","Evaluation",0.77544704769873,0.148347286707777,"UGA ACT Data",0.020572067261571,NA,0.471288305273287
"b_malign","Evaluation",0.29651383674422,0.16985855728145,"UGA ACT Data",0.0310117878027778,NA,0.549769326425752
"b_deprecate","Evaluation",0.232071328201449,0.195346084059229,"UGA ACT Data",0.0316893193684175,NA,0.64275719161578
"i_little_sister","Evaluation",0.729652280317809,0.149401141248597,"UGA ACT Data",0.0207182105917174,NA,0.475133153964415
"i_ex_convict","Evaluation",0.366591122497893,0.150418737218734,"UGA ACT Data",0.0208593257627957,NA,0.478845718063476
"b_shoot","Evaluation",0.0812140761962917,0.118620912871813,"UGA ACT Data",0.0164497609116027,NA,0.362835568099242
"m_softhearted","Evaluation",0.702690173930846,0.157900019669824,"UGA ACT Data",0.0221104252811285,NA,0.506140186062505
"m_assertive","Evaluation",0.633141055819787,0.183496692385669,"UGA ACT Data",0.0254464128182527,NA,0.599526255749318
"i_hairdresser","Evaluation",0.683584009587085,0.104805782746597,"UGA ACT Data",0.014533947063769,NA,0.312432895887581
"i_maid","Evaluation",0.678312117913621,0.122272972259904,"UGA ACT Data",0.0169562104264028,NA,0.376159622998984
"i_novice","Evaluation",0.477772335379333,0.140773496449849,"UGA ACT Data",0.021467756949324,NA,0.443656334795253
"i_chatterbox","Evaluation",0.450341518604818,0.181896231151758,"UGA ACT Data",0.0254705669841563,NA,0.593687184945852
"b_have_a_heart_to_heart","Evaluation",0.847853781220592,0.123829716304927,"UGA ACT Data",0.0171720919832144,NA,0.381839197429885
"i_extrovert","Evaluation",0.648255400704364,0.157249834371572,"UGA ACT Data",0.0226970585511127,NA,0.503768071129991
"m_anxious","Evaluation",0.303891257192999,0.172449546633403,"UGA ACT Data",0.0239144493391252,NA,0.559222207855515
"m_horny","Evaluation",0.618035680539556,0.187886372969061,"UGA ACT Data",0.0248861580449113,NA,0.61554142386958
"m_cultivated","Evaluation",0.695437494686634,0.184773947652802,"UGA ACT Data",0.0253806536526144,NA,0.604186152397157
"i_braggart","Evaluation",0.298871277697445,0.155315052131654,"UGA ACT Data",0.0255336372837227,NA,0.496709274422639
"b_applaud","Evaluation",0.840619028188175,0.105757718381103,"UGA ACT Data",0.0138866687480058,NA,0.315905906949927
"m_lazy","Evaluation",0.26142740415584,0.193569064954296,"UGA ACT Data",0.0254168634311405,NA,0.636273972807994
"i_coal_miner","Evaluation",0.590533007302609,0.158439672434216,"UGA ACT Data",0.0209858472781906,NA,0.508109037687154
"b_murmur_to","Evaluation",0.472697652725569,0.144764803416205,"UGA ACT Data",0.0196999945046677,NA,0.458218089545152
"b_gaze_at","Evaluation",0.614876543109715,0.160432314006613,"UGA ACT Data",0.0210657948676393,NA,0.515378926504599
"i_blogger","Evaluation",0.548317040847771,0.14222038853919,"UGA ACT Data",0.0186744518990048,NA,0.448935128917616
"m_demure","Evaluation",0.585582247523721,0.145999195667904,"UGA ACT Data",0.0266556842816405,NA,0.462721606159116
"b_quiet","Evaluation",0.448675942337611,0.163992712054441,"UGA ACT Data",0.0215332980348603,NA,0.528368567146504
"b_undermine","Evaluation",0.235823272594818,0.164491838059994,"UGA ACT Data",0.0217874761983565,NA,0.530189562259989
"m_refined","Evaluation",0.743944348072829,0.171444918212376,"UGA ACT Data",0.022511820642394,NA,0.555556954141607
"m_cheerless","Evaluation",0.220849918669094,0.182896038987875,"UGA ACT Data",0.0240154264636706,NA,0.597334851394281
"i_landlord","Evaluation",0.514353588771646,0.185152077636743,"UGA ACT Data",0.0243116588510471,NA,0.605565709553783
"b_humble","Evaluation",0.711907860740075,0.191475494414854,"UGA ACT Data",0.0251419641516662,NA,0.628635858024054
"m_idealistic","Evaluation",0.669409220969512,0.198858689650255,"UGA ACT Data",0.0261114251811336,NA,0.655572467809968
"i_crane_operator","Evaluation",0.606060942890203,0.124170850062162,"UGA ACT Data",0.0165930277984674,NA,0.383083778754157
"b_attack","Evaluation",0.13905260217792,0.115982402651864,"UGA ACT Data",0.0152292355667162,NA,0.353209313077545
"i_myself_as_others_see_me","Evaluation",0.757607832313897,0.137696389592699,"UGA ACT Data",0.0182383323466564,NA,0.432429918042354
"b_instruct","Evaluation",0.740617201520905,0.126900645229691,"UGA ACT Data",0.0166628710527079,NA,0.393043074814843
"i_machine_repairer","Evaluation",0.663752605941418,0.131362435980975,"UGA ACT Data",0.0172487328804255,NA,0.409321327330431
"m_uncomfortable","Evaluation",0.26535631634994,0.164821092452802,"UGA ACT Data",0.02164206971002,NA,0.531390803296777
"m_unscrupulous","Evaluation",0.377133526543314,0.198643483424804,"UGA ACT Data",0.0331072472374673,NA,0.654787316404156
"i_private_eye","Evaluation",0.546960913945903,0.168352167128343,"UGA ACT Data",0.0222987892743513,NA,0.544273461499275
"i_geek","Evaluation",0.673132878503409,0.161150694765569,"UGA ACT Data",0.0211601228825329,NA,0.517999843541837
"i_construction_laborer","Evaluation",0.639454284660831,0.120367918624483,"UGA ACT Data",0.01594312029707,NA,0.369209287167075
"b_scrutinize","Evaluation",0.310020788382282,0.191491171348676,"UGA ACT Data",0.0251440226339245,NA,0.628693053240424
"m_glum","Evaluation",0.231922770340397,0.14508338543645,"UGA ACT Data",0.0195630397013912,NA,0.45938039384438
"m_kindly","Evaluation",0.869808545116553,0.11421751674393,"UGA ACT Data",0.014997494693741,NA,0.346770360631763
"i_drug_dealer","Evaluation",0.237327625966051,0.160945003255064,"UGA ACT Data",0.0211331142640189,NA,0.517249405313115
"b_peep_at","Evaluation",0.249366667521384,0.175596616212305,"UGA ACT Data",0.023258339996433,NA,0.570703874330963
"b_interfere_with","Evaluation",0.31804334461456,0.166561064016497,"UGA ACT Data",0.0218705391693261,NA,0.537738859057935
"b_use","Evaluation",0.189092499524379,0.143544389514253,"UGA ACT Data",0.0188483017441431,NA,0.453765571088565
"b_amuse","Evaluation",0.791538995533058,0.1696843211695,"UGA ACT Data",0.0222806429249906,NA,0.549133649051856
"b_caution","Evaluation",0.744346590056932,0.0886869505441071,"UGA ACT Data",0.0116451671171533,NA,0.253625471811717
"m_childish","Evaluation",0.386406835813879,0.217612268694053,"UGA ACT Data",0.0285738907487276,NA,0.723992416719081
"m_immoral","Evaluation",0.2133824333278,0.232486940835484,"UGA ACT Data",0.0307936475731665,NA,0.778260687622442
"m_unkind","Evaluation",0.137449253723922,0.160545598667287,"UGA ACT Data",0.0210806698723301,NA,0.515792230582579
"m_grief_stricken","Evaluation",0.185123273871283,0.156995552456354,"UGA ACT Data",0.0206145259678853,NA,0.502840357246307
"b_pursue","Evaluation",0.651764292780791,0.153002262163916,"UGA ACT Data",0.0200901812642119,NA,0.488271366593921
"m_composed","Evaluation",0.791717093892362,0.127285610893062,"UGA ACT Data",0.0168593910216652,NA,0.394447571042368
"i_bill_collector","Evaluation",0.366421154025001,0.161789806287587,"UGA ACT Data",0.0214295833471194,NA,0.520331557268669
"b_tease","Evaluation",0.25833770870541,0.194881830673612,"UGA ACT Data",0.0255892380149244,NA,0.641063424636653
"b_jail","Evaluation",0.473644023356098,0.215201085790646,"UGA ACT Data",0.0285040801405242,NA,0.715195535298402
"i_counselor","Evaluation",0.800203308578112,0.135797320978426,"UGA ACT Data",0.0178310618095839,NA,0.425501417767287
"i_adolescent","Evaluation",0.576904089011569,0.182124568075938,"UGA ACT Data",0.0239141273701691,NA,0.594520241966592
"i_athlete","Evaluation",0.707620066745205,0.157797405988011,"UGA ACT Data",0.0207198144948031,NA,0.505765813637347
"b_suck_up_to","Evaluation",0.320049135313155,0.170465457152268,"UGA ACT Data",0.0223832111044662,NA,0.551983520210167
"b_ridicule","Evaluation",0.144346547394441,0.11333511951396,"UGA ACT Data",0.0148816302611085,NA,0.343551051226819
"b_understand","Evaluation",0.874020392787676,0.102126919096168,"UGA ACT Data",0.0134099214454712,NA,0.302659416720283
"i_client","Evaluation",0.661279620263028,0.143849635003307,"UGA ACT Data",0.0190533496113877,NA,0.454879218820397
"i_smart_aleck","Evaluation",0.355210165782221,0.177423759293426,"UGA ACT Data",0.0232968809373819,NA,0.577369963826094
"i_pothead","Evaluation",0.40852792645865,0.209404447199153,"UGA ACT Data",0.0277362966028596,NA,0.694047267261227
"i_marine","Evaluation",0.79963298844001,0.15671578739287,"UGA ACT Data",0.0207575131264782,NA,0.501819671471851
"i_telephone_installer","Evaluation",0.614556757438967,0.146981351282852,"UGA ACT Data",0.0192995969338531,NA,0.46630487081695
"b_love","Evaluation",0.882879796320664,0.156059365421633,"UGA ACT Data",0.0204915985878665,NA,0.499424802864106
"b_disappoint","Evaluation",0.162989914990848,0.12408703787073,"UGA ACT Data",0.0162934263069348,NA,0.382778001076074
"m_smug","Evaluation",0.354122135158132,0.186739051022232,"UGA ACT Data",0.0251798885031411,NA,0.611355571728984
"b_scream_at","Evaluation",0.234401943366721,0.147845756319399,"UGA ACT Data",0.019413098875748,NA,0.469458538087564
"b_frustrate","Evaluation",0.29482644481798,0.133537606136095,"UGA ACT Data",0.0175343467143572,NA,0.417257147502908
"m_self_confident","Evaluation",0.85196509699202,0.139691120094334,"UGA ACT Data",0.0183423426817661,NA,0.43970742804141
"b_frisk","Evaluation",0.360676237127998,0.175611977416929,"UGA ACT Data",0.0236795142042783,NA,0.570759917651181
"b_acclaim","Evaluation",0.678978406946055,0.1747709384886,"UGA ACT Data",0.0244728264432471,NA,0.567691498531159
"m_tactful","Evaluation",0.768064263799658,0.171442745217455,"UGA ACT Data",0.0229100005018461,NA,0.555549026257487
"b_lecture","Evaluation",0.503889355085545,0.161580812072466,"UGA ACT Data",0.0212166000518127,NA,0.519569069559657
"i_doctor","Evaluation",0.816919710340745,0.146926458249184,"UGA ACT Data",0.0192923891254133,NA,0.466104600855133
"b_direct","Evaluation",0.681434301908913,0.131298533130106,"UGA ACT Data",0.0172403420250283,NA,0.409088186244059
"i_prude","Evaluation",0.3603354010516,0.210609844061267,"UGA ACT Data",0.0286603695976244,NA,0.698444998037228
"m_obligated","Evaluation",0.421051164433276,0.171904812777544,"UGA ACT Data",0.0225722077572378,NA,0.557234818541725
"b_bewitch","Evaluation",0.383852895126956,0.230515070124146,"UGA ACT Data",0.0316636800309243,NA,0.771066578540117
"i_superior","Evaluation",0.579430532750002,0.159887283985609,"UGA ACT Data",0.0209942289197798,NA,0.513390456671511
"i_freeloader","Evaluation",0.228844918611584,0.160956331075084,"UGA ACT Data",0.0213191868583422,NA,0.517290733363894
"m_honest","Evaluation",0.882919190608341,0.122435107559341,"UGA ACT Data",0.0160765172304136,NA,0.376751152161387
"m_attentive","Evaluation",0.816559463409287,0.13178356700201,"UGA ACT Data",0.0173040300925641,NA,0.410857768074672
"m_cold","Evaluation",0.281957476518588,0.182758901495733,"UGA ACT Data",0.0239974194287661,NA,0.596834523420406
"i_bum","Evaluation",0.285204831101508,0.180022818616514,"UGA ACT Data",0.0236381541458873,NA,0.586852287476535
"m_conventional","Evaluation",0.557101866672824,0.183690714156201,"UGA ACT Data",0.0245467041965832,NA,0.600234118477606
"b_foil","Evaluation",0.437695058761165,0.199319993469819,"UGA ACT Data",0.0287693629711686,NA,0.65725547368807
"m_dominant","Evaluation",0.602327766349508,0.159809473581046,"UGA ACT Data",0.0209840119131173,NA,0.513106575717783
"b_plot_against","Evaluation",0.220086828434322,0.150285857612641,"UGA ACT Data",0.0197334998723801,NA,0.478360924422823
"m_ill_at_ease","Evaluation",0.26283359418332,0.136754604173904,"UGA ACT Data",0.0186099444556862,NA,0.428993938697462
"i_quack","Evaluation",0.354489535151064,0.16496675765934,"UGA ACT Data",0.0230999665277049,NA,0.531922243506982
"i_photographer","Evaluation",0.681277886685806,0.142669294633621,"UGA ACT Data",0.0187333961569535,NA,0.45057290333786
"b_grieve_for","Evaluation",0.544948013989313,0.272030198403743,"UGA ACT Data",0.0357193149825181,NA,0.922529024679671
"i_felon","Evaluation",0.188249775438419,0.137237107790651,"UGA ACT Data",0.0181774989858741,NA,0.43075428922731
"m_ruthless","Evaluation",0.278905996482064,0.194209485656393,"UGA ACT Data",0.0257236747800852,NA,0.638610462904923
"m_possessive","Evaluation",0.310892229307761,0.172826825576399,"UGA ACT Data",0.0228914722644777,NA,0.560598660101987
"b_stop","Evaluation",0.527906997459901,0.123611119365889,"UGA ACT Data",0.016372692729315,NA,0.381041675454707
"i_fanatic","Evaluation",0.466239031776188,0.195886660237608,"UGA ACT Data",0.0257211786006047,NA,0.644729412194036
"m_sensitive","Evaluation",0.58816615564757,0.199108172162329,"UGA ACT Data",0.0263725216585082,NA,0.656482671707046
"i_speech_language_pathologist","Evaluation",0.716006953558025,0.153624841733444,"UGA ACT Data",0.0215117806291297,NA,0.490542765682036
"i_feminist","Evaluation",0.594347412756972,0.173560596714349,"UGA ACT Data",0.0227896228395661,NA,0.563275726898266
"i_Turk","Evaluation",0.535126792328331,0.103600526181762,"UGA ACT Data",0.0149534479198068,NA,0.308035676967619
"i_anti_Semite","Evaluation",0.165115543703104,0.192582921188841,"UGA ACT Data",0.0293686201517749,NA,0.632676157911334
"m_obsessive_compulsive","Evaluation",0.323457672910842,0.158840089387718,"UGA ACT Data",0.0210388837993136,NA,0.509569905899934
"b_train","Evaluation",0.735847394529554,0.146430988836322,"UGA ACT Data",0.0192273308042192,NA,0.4642969463357
"m_esteemed","Evaluation",0.752535259413016,0.13067047344718,"UGA ACT Data",0.0174615765073889,NA,0.406796793688148
"b_bug","Evaluation",0.283025213833769,0.139939002864487,"UGA ACT Data",0.0185353737309431,NA,0.440611795492002
"b_dismay","Evaluation",0.28695915571021,0.153774265060819,"UGA ACT Data",0.0205489505271623,NA,0.491087916898288
"i_punk","Evaluation",0.337087429783575,0.149904611922367,"UGA ACT Data",0.019683439860747,NA,0.476970000024367
"i_lesbian","Evaluation",0.570391175873961,0.191683834952201,"UGA ACT Data",0.0256148298919308,NA,0.629395960876299
"m_methodical","Evaluation",0.696761193382012,0.130804668014788,"UGA ACT Data",0.0174795090107873,NA,0.407286384791702
"i_follower","Evaluation",0.484642521925599,0.179463156381107,"UGA ACT Data",0.0235646668941497,NA,0.584810433947482
"i_Protestant","Evaluation",0.628819849303432,0.160888896648873,"UGA ACT Data",0.0214996831641487,NA,0.517044707792707
"i_Christian","Evaluation",0.681557259461884,0.208980021740267,"UGA ACT Data",0.0274404211936617,NA,0.692498807196892
"b_heal","Evaluation",0.915014874103457,0.077769247145661,"UGA ACT Data",0.0103007884229016,NA,0.21379367719897
"b_give_in_to","Evaluation",0.38821102634861,0.144249224692388,"UGA ACT Data",0.018940851137138,NA,0.456337068868521
"i_guy","Evaluation",0.594105252023688,0.129641301181029,"UGA ACT Data",0.0170227368093738,NA,0.403041995006559
"m_amused","Evaluation",0.796492961804169,0.130518021774632,"UGA ACT Data",0.017287534302062,NA,0.406240593955687
"i_do_nothing","Evaluation",0.270380335680225,0.143546285942083,"UGA ACT Data",0.01901317004668,NA,0.45377248995429
"i_person","Evaluation",0.607457577291975,0.152457109398265,"UGA ACT Data",0.0200185991991906,NA,0.486282448943248
"m_greedy","Evaluation",0.195266336314649,0.150246929510399,"UGA ACT Data",0.0197283883621366,NA,0.478218900398484
"b_rob","Evaluation",0.0788278198280426,0.0948506760727363,"UGA ACT Data",0.012454503929444,NA,0.276113007912089
"b_snarl_at","Evaluation",0.209670316444665,0.137227997007873,"UGA ACT Data",0.0181762922332153,NA,0.430721049743224
"b_invite","Evaluation",0.781997531317862,0.119402433775518,"UGA ACT Data",0.0156783076538325,NA,0.365686843590602
"b_underpay","Evaluation",0.160421541300369,0.115151275492004,"UGA ACT Data",0.0152521590346471,NA,0.350177055731801
"m_reckless","Evaluation",0.29222133275459,0.177925889652479,"UGA ACT Data",0.0233628138836596,NA,0.579201919925346
"b_scoff_at","Evaluation",0.25424980789612,0.142040127773844,"UGA ACT Data",0.0191526869218774,NA,0.448277471393873
"i_tease","Evaluation",0.327626281191611,0.149681217720289,"UGA ACT Data",0.0196541067649506,NA,0.476154975870468
"m_unsophisticated","Evaluation",0.305851864263284,0.176687579635998,"UGA ACT Data",0.0232002158126211,NA,0.57468410986555
"i_inspector","Evaluation",0.558579830289986,0.158136525502075,"UGA ACT Data",0.020764343068508,NA,0.507003046262233
"m_relentless","Evaluation",0.526766502456865,0.195975013837816,"UGA ACT Data",0.0259575247004457,NA,0.645051758600453
"b_exterminate","Evaluation",0.122194526305932,0.140439431335308,"UGA ACT Data",0.018601657101143,NA,0.442437542477486
"i_pusher","Evaluation",0.351287515337725,0.170275213627073,"UGA ACT Data",0.022553503005522,NA,0.5512894419095
"i_clergy","Evaluation",0.613005728358972,0.182260872610626,"UGA ACT Data",0.02480256322058,NA,0.595017531005535
"m_industrious","Evaluation",0.718605534065255,0.130015448714361,"UGA ACT Data",0.0176928615571767,NA,0.404407022719684
"i_beginner","Evaluation",0.53508780129567,0.162531279016423,"UGA ACT Data",0.0215277938092419,NA,0.523036722299086
"m_serious","Evaluation",0.626744765011699,0.128951058691768,"UGA ACT Data",0.0172318100459419,NA,0.40052373671891
"b_jeer_at","Evaluation",0.241857674617792,0.131297026482094,"UGA ACT Data",0.0195726050971702,NA,0.40908268943837
"m_alert","Evaluation",0.7619898359649,0.123897256900328,"UGA ACT Data",0.0162685068446867,NA,0.382085610345296
"b_beam_at","Evaluation",0.666062035234477,0.188781274507701,"UGA ACT Data",0.0256898775297861,NA,0.618806353588298
"i_temporary_worker","Evaluation",0.548277146222537,0.138377957903225,"UGA ACT Data",0.0181699160386854,NA,0.434916529737933
"i_alcoholic","Evaluation",0.209102727507137,0.146906155960876,"UGA ACT Data",0.0192897233043567,NA,0.466030530645627
"i_skilled_worker","Evaluation",0.779390116355889,0.148237767902362,"UGA ACT Data",0.0194645725183466,NA,0.470888740419369
"m_sincere","Evaluation",0.882356961177843,0.104662865604235,"UGA ACT Data",0.0137429075353686,NA,0.311911481625493
"b_coerce","Evaluation",0.372601884049039,0.1623281905814,"UGA ACT Data",0.0229566728675701,NA,0.522295781046442
"i_maverick","Evaluation",0.586882974859161,0.166246633551904,"UGA ACT Data",0.0266207665069772,NA,0.536591701159557
"b_enrage","Evaluation",0.218483420926853,0.133249393204061,"UGA ACT Data",0.0174965025023478,NA,0.416205640799113
"b_deflate","Evaluation",0.226037788777256,0.19065489883123,"UGA ACT Data",0.0254773325191611,NA,0.625642023739118
"i_acquaintance","Evaluation",0.627133842259767,0.125969788429447,"UGA ACT Data",0.0166851060787441,NA,0.389646967087052
"m_preoccupied","Evaluation",0.426262789912994,0.147217909301404,"UGA ACT Data",0.0193306585234335,NA,0.467167921411481
"b_poison","Evaluation",0.0623898078368584,0.0891352387979332,"UGA ACT Data",0.0117040302486561,NA,0.255260992122358
"i_socialist","Evaluation",0.471291563570121,0.217241480188356,"UGA ACT Data",0.0292928352128602,NA,0.722639643973322
"m_strong","Evaluation",0.782558962260616,0.148118706105726,"UGA ACT Data",0.0194489389385405,NA,0.470454359226113
"i_grandmother","Evaluation",0.825256589965789,0.136467862438866,"UGA ACT Data",0.0180756099499779,NA,0.42794779946102
"m_tormented","Evaluation",0.108138268148794,0.114668950839129,"UGA ACT Data",0.0150567708944529,NA,0.348417358127932
"m_pleased","Evaluation",0.84463437587959,0.103225250498207,"UGA ACT Data",0.0136725184351019,NA,0.306666533347849
"i_redneck","Evaluation",0.394586024908969,0.211525260245206,"UGA ACT Data",0.0277746273825225,NA,0.701784772721803
"b_forgive","Evaluation",0.859782642821551,0.139305557833729,"UGA ACT Data",0.0182917158766808,NA,0.438300755207907
"m_overconfident","Evaluation",0.356937831161662,0.143539535529378,"UGA ACT Data",0.018847664384704,NA,0.453747861967744
"i_visitor","Evaluation",0.645208098356065,0.147571764674755,"UGA ACT Data",0.0195463577300901,NA,0.468458915866959
"b_sentence","Evaluation",0.464635124386743,0.150957779003538,"UGA ACT Data",0.0198217274733809,NA,0.480812340610034
"b_torture","Evaluation",0.0480221856928076,0.0854587055343619,"UGA ACT Data",0.0113192820673156,NA,0.241847647529909
"b_arrest","Evaluation",0.500882657818383,0.189142765164901,"UGA ACT Data",0.0248356617950273,NA,0.620125204365472
"m_self_conscious","Evaluation",0.275782215626314,0.192242993433432,"UGA ACT Data",0.0252427417100191,NA,0.631435976524969
"b_influence","Evaluation",0.616400421554493,0.145552090044392,"UGA ACT Data",0.0191119257390062,NA,0.461090400518516
"m_humiliated","Evaluation",0.139576703142718,0.127812502326131,"UGA ACT Data",0.0167826037553193,NA,0.396369864640141
"m_relaxed","Evaluation",0.84998090801702,0.118282472775758,"UGA ACT Data",0.0156668962465157,NA,0.361600814240962
"b_halt","Evaluation",0.455293003637,0.103349982802737,"UGA ACT Data",0.0135705175779411,NA,0.307121602638002
"m_saintly","Evaluation",0.793143204986189,0.155221629659745,"UGA ACT Data",0.020381598493294,NA,0.496368434909282
"m_dutiful","Evaluation",0.741574887839849,0.136359269684318,"UGA ACT Data",0.0180612264882638,NA,0.42755161318102
"i_aunt","Evaluation",0.739738494109154,0.155905087199192,"UGA ACT Data",0.0206501332626377,NA,0.498861939206318
"m_skeptical","Evaluation",0.571090438247097,0.169269283898245,"UGA ACT Data",0.0222261458613982,NA,0.547619440546462
"b_photograph","Evaluation",0.63131515662923,0.157660323960545,"UGA ACT Data",0.0207018147427674,NA,0.505265688018994
"i_music_director","Evaluation",0.679793081666793,0.129662471484623,"UGA ACT Data",0.0170255166064214,NA,0.403119232054854
"b_yell_at","Evaluation",0.296030595293679,0.131841626924548,"UGA ACT Data",0.0173116537338848,NA,0.411069592011024
"b_listen_to","Evaluation",0.836369188814615,0.133029758111689,"UGA ACT Data",0.0174676630018376,NA,0.415404331259016
"i_Buddhist","Evaluation",0.652616965208524,0.163564148876194,"UGA ACT Data",0.0218571787805001,NA,0.526805011161188
"b_cheer_up","Evaluation",0.880703653093019,0.103231705819243,"UGA ACT Data",0.0136733734632607,NA,0.306690084731533
"i_attorney_general","Evaluation",0.593756995590572,0.148887226955007,"UGA ACT Data",0.0197205949655593,NA,0.473258205740987
"i_church_deacon","Evaluation",0.674833180621093,0.175528533852573,"UGA ACT Data",0.0234559869742529,NA,0.570455484860155
"b_aid","Evaluation",0.875581559364377,0.106749225153124,"UGA ACT Data",0.0140168599653961,NA,0.319523288065621
"i_minority","Evaluation",0.617465401306195,0.166446189497161,"UGA ACT Data",0.022046336369917,NA,0.537319754591232
"i_mafioso","Evaluation",0.409734110140164,0.149733330954754,"UGA ACT Data",0.0288161929777954,NA,0.476345104103123
"m_sly","Evaluation",0.449115497629967,0.162600061339757,"UGA ACT Data",0.0213504340372956,NA,0.523287665494377
"i_building_contractor","Evaluation",0.623056654916193,0.124995101048967,"UGA ACT Data",0.0164126608436804,NA,0.386090949293379
"b_distract","Evaluation",0.373132316781015,0.127852327790429,"UGA ACT Data",0.0167878330949732,NA,0.396515162571068
